고객번호,이탈여부,나이,성별,부양가족수,교육수준,결혼상태,소득,카드종류,은행과의 기간,은행상품 개수,비활성화된 월 수(12개월),카드사와 연락 횟수(12개월),신용한도,밀린 카드비 총합,12개월 평균 카드 한도와 계좌 금액의 차이,거래금액 변동(1분기 대비 4분기),거래총액(12개월),총거래건수(12개월),거래건수 변동(1분기 대비 4분기),평균카드사용률
771844458,기존고객,65,여성,0,알수없음,알 수 없음,알 수 없음,블루,53,6,1,2,17192.711467677243,48,17144.711467677243,2.1996730799403483,3577,93,2.069701610311613,0.7275712771394993
708892833,이탈고객,44,여성,4,알수없음,미혼,4천만 원 미만,플래티넘,7,2,4,4,12339.897527922894,1850,10489.897527922894,1.648512485465092,4313,97,2.436377756810669,0.0892015764466165
779465358,기존고객,36,남성,4,교육없음,알 수 없음,알 수 없음,블루,59,4,3,3,12008.278592036731,1929,10079.278592036731,1.9858102807155409,2431,83,1.0809451329993356,0.9581257800601036
720191883,기존고객,48,남성,1,대학졸업,미혼,1억 2천만 원 이상,플래티넘,44,5,3,3,13523.51187298292,2077,11446.51187298292,1.9894476960445435,1404,75,2.084611112118209,0.8766804791098896
710934033,기존고객,27,남성,2,알수없음,미혼,6천만 원 - 8천만 원,실버,17,6,1,4,17264.06015074812,2132,15132.06015074812,1.4331791247400192,2350,82,2.0950938644266026,0.8738541507283372
714473658,기존고객,34,여성,1,교육없음,기혼,1억 2천만 원 이상,플래티넘,44,6,2,2,14906.216389648323,1525,13381.216389648323,2.834928164386746,2522,91,2.1358387819877853,0.7898906387535269
716569983,기존고객,46,남성,2,고등학교,미혼,알 수 없음,실버,56,3,1,2,5011.35969009916,1569,3442.35969009916,2.889634577191107,1742,12,1.9861340876384188,0.6335892924591671
789833583,기존고객,65,여성,4,박사학위,미혼,4천만 원 미만,골드,19,5,2,4,9869.64734373907,328,9541.64734373907,1.9546272102361648,3126,73,1.0538072320939835,0.0534290393096122
818923158,기존고객,69,여성,5,교육없음,알 수 없음,알 수 없음,플래티넘,35,5,2,4,19625.66830773792,433,19192.66830773792,0.6792272007385798,3211,38,2.7857472452385967,0.6624258884404557
716596308,기존고객,26,남성,2,대학졸업,이혼,4천만 원 - 6천만 원,블루,46,5,2,3,11536.653561492718,587,10949.653561492718,1.7278189106398394,1794,63,2.9400115713309427,0.7469272816792416
716620458,기존고객,22,여성,4,박사학위,알 수 없음,4천만 원 미만,골드,55,3,2,3,18826.66171594517,1710,17116.661715945174,0.961048316985018,3285,16,2.2229667810498484,0.1308199154552158
710251608,기존고객,48,남성,4,교육없음,미혼,4천만 원 미만,블루,48,3,3,4,16454.020239948062,1876,14578.020239948062,1.7080363046822593,4658,34,1.6101992932680516,0.6157560255071125
710633808,기존고객,63,남성,1,박사학위,미혼,4천만 원 미만,블루,53,3,3,3,13654.445394366418,1272,12382.445394366418,0.9712078862463543,1363,33,1.8429769370179423,0.4788674742015746
719318583,이탈고객,43,남성,1,고등학교,기혼,4천만 원 미만,블루,24,3,3,4,7637.938850535349,1875,5762.938850535349,2.259638114122211,2056,52,0.7709287951985162,0.4724415423199988
819202533,기존고객,22,남성,5,고등학교,미혼,1억 2천만 원 이상,블루,36,3,2,3,6782.067602983341,2045,4737.067602983341,0.7010728001658563,3060,15,1.4084897452815266,0.1994622335183271
827360883,기존고객,39,남성,3,대학졸업,알 수 없음,8천만 원 - 1억 2천만 원,블루,48,4,3,2,13225.00024065417,1598,11627.00024065417,2.88326019098981,2802,24,2.9403358849125305,0.7394381855960992
771196083,기존고객,65,여성,0,대학,미혼,4천만 원 미만,골드,55,6,3,3,9218.663576081804,2472,6746.663576081804,0.9884397235833816,1236,88,1.8693056565178836,0.9251246609446536
809962908,기존고객,34,여성,3,교육없음,기혼,1억 2천만 원 이상,실버,48,5,3,4,16176.318833517817,511,15665.318833517817,2.1516408401231137,1278,49,1.9015688589754176,0.7878033162500583
788965683,기존고객,44,여성,3,대학졸업,미혼,1억 2천만 원 이상,플래티넘,30,6,3,3,15448.67805126372,1408,14040.67805126372,2.7924058768237234,4022,70,2.88494967255062,0.3690322228173921
817142433,기존고객,49,여성,5,알수없음,이혼,4천만 원 미만,골드,9,5,3,4,6930.479248031772,1411,5519.479248031772,1.1197157849601562,4683,30,2.71588545086044,0.9841773105448672
716993058,기존고객,33,여성,2,교육없음,알 수 없음,1억 2천만 원 이상,골드,55,5,2,3,14351.846878173475,1838,12513.846878173475,2.835742247592825,1914,67,1.9217909445100696,0.3641703059569329
771040758,기존고객,26,여성,5,고등학교,이혼,4천만 원 미만,골드,56,5,1,2,10396.453611846497,1011,9385.453611846497,1.4716866641506816,4868,41,1.1724771224553845,0.2344238631677885
713309583,기존고객,36,여성,5,교육없음,미혼,4천만 원 - 6천만 원,골드,18,6,3,4,7142.549915465945,1472,5670.549915465945,2.901327043131475,1021,21,0.7923285380806295,0.968084638933036
710273658,기존고객,63,여성,4,대학졸업,이혼,6천만 원 - 8천만 원,플래티넘,41,5,2,3,8846.36526252816,563,8283.36526252816,2.928409645336314,3347,18,2.6591285642368856,0.7898165349846519
771429408,기존고객,39,남성,4,대학,이혼,1억 2천만 원 이상,블루,47,5,3,2,18011.685477032977,302,17709.685477032977,0.9701997626730994,4611,29,2.800228791293958,0.7612441415334618
719452308,기존고객,55,여성,4,대학,기혼,8천만 원 - 1억 2천만 원,실버,59,5,2,3,7830.836150328269,2146,5684.8361503282695,2.577718342327636,2915,24,1.735712303366764,0.0774319434070318
818908833,기존고객,28,여성,0,대학원졸업,알 수 없음,8천만 원 - 1억 2천만 원,블루,42,5,2,2,6460.586193069703,1329,5131.586193069703,0.9835525320838756,4955,86,0.7363714155159469,0.1920236062239159
780998133,기존고객,57,남성,2,알수없음,이혼,4천만 원 - 6천만 원,블루,8,3,4,4,7684.337193492618,2089,5595.337193492618,1.066101550827704,730,17,2.01556182633337,0.0185179615173691
801726933,기존고객,67,여성,2,대학졸업,미혼,1억 2천만 원 이상,플래티넘,21,4,3,3,5077.750287965142,2487,2590.750287965142,0.7103162600584957,3964,30,1.4186534973546865,0.7766491782441368
788474658,기존고객,41,남성,4,대학원졸업,미혼,4천만 원 - 6천만 원,실버,31,5,2,4,11348.064760530244,2374,8974.064760530244,0.8913423662454449,3064,54,0.8946516516184682,0.2782429612924868
708438033,기존고객,21,여성,3,교육없음,이혼,8천만 원 - 1억 2천만 원,블루,45,3,3,4,3801.292290128112,2023,1778.2922901281122,2.0805474206177696,1018,98,2.7978584740973163,0.1322238254600961
710562258,기존고객,43,남성,0,고등학교,기혼,4천만 원 - 6천만 원,골드,44,5,4,3,16531.43194230141,2080,14451.43194230141,1.6231318251294662,983,49,1.0986226301192683,0.1818912036323924
770764908,기존고객,27,남성,3,교육없음,알 수 없음,알 수 없음,블루,24,5,2,3,5286.024697666896,411,4875.024697666896,2.477360592922088,2612,15,2.277903789615406,0.6411319435840692
814776033,기존고객,30,여성,1,박사학위,이혼,4천만 원 미만,골드,51,3,1,3,12363.045523253268,1649,10714.045523253268,1.3299920370665554,2766,20,1.5734446482567028,0.4330506907913265
715057383,기존고객,32,남성,2,교육없음,미혼,6천만 원 - 8천만 원,실버,20,6,3,4,3375.484479477978,507,2868.484479477978,2.9215614182526477,4351,73,2.5698021682206704,0.9413963892439542
717970158,기존고객,36,남성,2,고등학교,이혼,4천만 원 미만,골드,37,5,3,2,19590.6098160722,55,19535.6098160722,0.6246813520484367,4771,51,2.252087258773599,0.3658916173313853
715168008,기존고객,27,여성,3,알수없음,기혼,알 수 없음,블루,54,4,2,3,9636.933718979297,1747,7889.933718979295,0.6573398860061037,4364,68,0.8079000740463935,0.8338743309124896
720802833,기존고객,40,남성,0,대학원졸업,알 수 없음,1억 2천만 원 이상,플래티넘,26,3,2,3,16621.255474417478,195,16426.255474417478,2.25343724704534,1533,17,1.6240293366418057,0.5464650115120746
789370383,기존고객,37,여성,2,대학,미혼,알 수 없음,블루,6,4,2,2,15604.308877349691,2460,13144.308877349691,2.718847212432149,1265,81,1.1494713881896033,0.7053474941924383
711782733,기존고객,49,여성,3,박사학위,미혼,8천만 원 - 1억 2천만 원,골드,11,3,3,2,14560.167895767898,1790,12770.167895767898,2.4887504790853736,3860,64,2.283961178778525,0.1686607615230417
709000008,기존고객,37,남성,5,대학원졸업,기혼,1억 2천만 원 이상,실버,32,6,2,2,16719.932552887585,1680,15039.932552887583,1.7245427196672842,1487,48,1.8617220668183416,0.7489845260570066
719381733,기존고객,65,여성,5,대학,이혼,4천만 원 - 6천만 원,플래티넘,28,5,2,3,2908.808564534411,1106,1802.8085645344108,1.17410340326255,515,60,1.35045304441963,0.0856553590435154
771169458,기존고객,66,남성,0,대학원졸업,미혼,알 수 없음,블루,52,5,3,0,13891.44675196728,2184,11707.44675196728,0.5336288232617874,2070,64,1.3236503674869953,0.691121389925204
709974108,기존고객,50,남성,3,박사학위,알 수 없음,6천만 원 - 8천만 원,실버,36,4,3,3,6050.717470201842,538,5512.717470201842,1.7736286347994392,4927,85,0.7862174821367383,0.4655175987219189
757024233,기존고객,57,남성,5,대학원졸업,알 수 없음,4천만 원 미만,블루,17,3,1,4,15931.561617265206,688,15243.561617265206,1.6890904932731914,578,12,1.0345545834198155,0.2285261399525464
768928833,기존고객,51,여성,0,교육없음,이혼,알 수 없음,플래티넘,26,3,2,4,19180.506437109885,718,18462.506437109885,1.3606147486755995,3588,52,2.283665618990212,0.4803871274712891
720504633,이탈고객,30,여성,4,대학원졸업,기혼,4천만 원 미만,블루,57,6,2,3,18128.30106701122,305,17823.30106701122,1.9451819699312125,2318,54,2.0247612012063203,0.8556781294760597
812441358,기존고객,64,여성,0,박사학위,미혼,알 수 없음,실버,7,3,3,2,3184.092226999656,1334,1850.092226999656,2.3220367434531832,1544,89,1.3889898649445769,0.1547191780844224
713287608,기존고객,44,남성,1,대학졸업,알 수 없음,6천만 원 - 8천만 원,플래티넘,10,5,4,4,8021.495992783599,387,7634.495992783599,2.252220590570606,2111,25,2.590289014058989,0.1696264167632505
711357858,이탈고객,52,남성,4,대학,이혼,6천만 원 - 8천만 원,실버,14,5,3,4,7922.132386754395,724,7198.132386754395,1.1581321044605386,931,14,1.7110321274104685,0.533997245628507
715478733,기존고객,57,남성,3,박사학위,기혼,4천만 원 - 6천만 원,실버,25,5,4,4,3323.629060831081,2039,1284.6290608310817,1.9632592215364828,3103,49,2.4860853858883094,0.625254550311821
780382008,기존고객,60,남성,4,대학원졸업,이혼,4천만 원 미만,플래티넘,51,6,3,2,2864.395013589721,1889,975.3950135897212,0.871936196459996,2575,85,2.45295037748894,0.4201997720682389
715749858,기존고객,27,여성,4,알수없음,기혼,8천만 원 - 1억 2천만 원,플래티넘,23,5,1,3,8312.912564414451,914,7398.9125644144515,0.8040046097208865,1112,76,2.619997376623902,0.266392598126517
710951808,기존고객,30,여성,3,알수없음,기혼,6천만 원 - 8천만 원,플래티넘,27,5,3,3,19849.35945943372,2435,17414.359459433716,2.4646395906477947,4850,54,2.624429268038271,0.0671920785783722
713469333,기존고객,41,남성,3,고등학교,미혼,4천만 원 - 6천만 원,플래티넘,13,6,2,4,11809.910370259227,2340,9469.910370259227,2.23436475523884,771,12,2.1976564965677774,0.0497931289823948
719243808,기존고객,43,남성,5,대학졸업,기혼,6천만 원 - 8천만 원,플래티넘,39,3,2,4,12813.850943480867,178,12635.850943480867,2.419822251579072,4207,40,2.3735587334890003,0.0408201029747817
772202058,기존고객,60,여성,1,대학,미혼,알 수 없음,블루,14,3,3,4,9949.359290354963,1903,8046.359290354965,0.8811556855105522,4931,33,2.4422679901191207,0.9012830333652369
711346383,기존고객,36,여성,3,대학졸업,기혼,알 수 없음,블루,12,4,3,3,13584.280493776434,1704,11880.280493776434,2.78654647342615,1257,38,0.9228985005558794,0.1313571556719405
711405333,기존고객,31,남성,2,대학,알 수 없음,1억 2천만 원 이상,블루,35,5,2,2,19176.57953415062,79,19097.57953415062,0.8327790330558968,4803,64,1.250612070838819,0.2951234607564512
778407033,기존고객,65,여성,2,고등학교,이혼,6천만 원 - 8천만 원,골드,23,6,3,4,12185.261118673445,446,11739.261118673445,2.675092420494322,4630,42,0.7605993456638722,0.9858922858178728
714862083,기존고객,51,여성,1,대학졸업,이혼,1억 2천만 원 이상,블루,32,6,4,3,2235.730734702672,765,1470.7307347026715,1.3809482282648282,613,60,0.973428406017082,0.9274747444956084
711199008,기존고객,34,여성,0,대학졸업,미혼,1억 2천만 원 이상,골드,21,3,2,2,10364.920814195772,1088,9276.920814195772,0.7635852325853483,2462,89,2.445718130752967,0.042861913402268
709858533,기존고객,35,여성,0,대학,알 수 없음,8천만 원 - 1억 2천만 원,블루,26,4,1,2,19862.274191787077,1395,18467.274191787077,1.216922401413815,3565,83,2.8677760846882885,0.551263588008672
718627458,기존고객,41,남성,2,교육없음,기혼,1억 2천만 원 이상,골드,10,3,4,2,8360.651691291001,569,7791.651691291001,0.9536200355347076,4448,39,2.1840886668271606,0.6334984934950337
711816108,이탈고객,47,남성,3,대학,미혼,1억 2천만 원 이상,블루,34,2,2,4,12283.74350707497,95,12188.74350707497,1.7266742967292854,1333,70,2.7151192676016267,0.0541141264348744
717105258,기존고객,39,여성,1,대학졸업,알 수 없음,1억 2천만 원 이상,골드,52,3,3,3,3026.098505147523,1556,1470.0985051475232,2.8743633700994216,1428,69,1.294941704852513,0.7281261248084856
715822008,기존고객,52,여성,0,고등학교,미혼,6천만 원 - 8천만 원,골드,42,4,2,2,3682.429475994771,1283,2399.429475994771,1.3196779039562962,2582,44,2.614488950766255,0.9878699877235813
714971583,기존고객,29,남성,0,고등학교,이혼,알 수 없음,플래티넘,48,3,3,2,17618.947609925286,247,17371.947609925286,2.030247464205284,3415,16,1.3469648395642984,0.4293795755859531
713663508,이탈고객,59,여성,4,교육없음,기혼,알 수 없음,플래티넘,27,3,2,3,6706.547936780617,2174,4532.547936780617,2.729302189349909,1843,15,2.7354168122799054,0.4494175472371701
709025583,기존고객,51,남성,2,교육없음,미혼,6천만 원 - 8천만 원,블루,19,3,3,3,6803.574193737267,2093,4710.574193737267,2.07518482424058,4813,24,2.495114595443145,0.6593468847836194
812809083,기존고객,69,여성,3,대학졸업,미혼,4천만 원 - 6천만 원,실버,24,3,4,4,8357.046924044236,981,7376.046924044236,1.4054978521744108,2591,75,2.958992963633319,0.7365420553803407
714073983,기존고객,52,여성,1,교육없음,미혼,4천만 원 미만,블루,40,6,3,3,19363.094785185927,267,19096.094785185927,2.977097817939698,1697,94,2.568181778440811,0.7897723341178516
789297558,기존고객,21,여성,0,고등학교,미혼,8천만 원 - 1억 2천만 원,실버,29,6,3,2,2603.419424700652,1663,940.419424700652,0.968534003601334,4350,26,1.4955241465051237,0.0775798423110301
710375283,기존고객,52,남성,4,대학졸업,기혼,6천만 원 - 8천만 원,실버,47,4,3,2,16556.51794847536,1565,14991.51794847536,1.80814003723877,697,28,0.7751994503394175,0.8006888881639691
712189233,기존고객,52,여성,2,대학원졸업,미혼,4천만 원 - 6천만 원,골드,11,5,1,3,7489.599652853743,2141,5348.599652853743,2.4917637468419933,1356,23,2.6856827497307383,0.8640739522709809
713767383,기존고객,60,남성,2,대학원졸업,기혼,4천만 원 - 6천만 원,실버,8,4,2,2,17139.892493724023,735,16404.892493724023,0.5016221739430609,4897,58,1.9279774338334672,0.0452272440889859
797414733,기존고객,32,남성,1,교육없음,미혼,8천만 원 - 1억 2천만 원,플래티넘,39,3,3,4,19843.357340586303,2118,17725.357340586306,2.2551081303560925,2478,60,2.6453538733622106,0.0391349981634712
712452033,기존고객,49,남성,0,고등학교,알 수 없음,4천만 원 - 6천만 원,블루,50,6,2,3,7624.680794023209,448,7176.680794023209,1.1662472417648466,3670,43,1.4678222864391783,0.5508904851989904
714151533,기존고객,52,남성,1,교육없음,미혼,알 수 없음,골드,55,5,4,4,3457.7709580347496,1933,1524.7709580347496,0.924316806729693,1493,93,0.5723730836715836,0.4968066104491279
720440583,기존고객,32,여성,1,고등학교,기혼,알 수 없음,골드,7,6,2,2,3743.134461675637,1835,1908.1344616756369,1.1854861584207286,1345,30,0.6310414682368446,0.9800966987584644
787494783,기존고객,45,여성,5,대학원졸업,알 수 없음,알 수 없음,플래티넘,20,5,3,2,15416.076928034534,619,14797.076928034534,2.91704106459946,2247,57,2.176246198497762,0.2944015016938499
819966033,기존고객,41,여성,4,대학졸업,이혼,6천만 원 - 8천만 원,골드,42,6,3,3,3753.509494424594,613,3140.509494424594,2.7298381480992138,2067,76,0.786156427927936,0.5901999796067829
710297133,기존고객,58,여성,2,고등학교,이혼,알 수 없음,블루,20,6,3,3,5948.009802158095,1433,4515.009802158095,1.0343861411592563,845,67,2.3636549891451755,0.5066732536618241
793355508,기존고객,21,여성,5,대학원졸업,알 수 없음,알 수 없음,블루,37,6,3,3,4883.568529579516,2138,2745.568529579516,0.7925669327961113,655,87,1.548606519764206,0.5357333247254888
708580908,기존고객,57,남성,3,알수없음,알 수 없음,1억 2천만 원 이상,플래티넘,26,3,3,3,7757.892716588668,1532,6225.892716588668,1.410381511286169,4310,30,1.9077697940863048,0.6596683150242035
719826333,기존고객,58,남성,2,대학,기혼,6천만 원 - 8천만 원,플래티넘,22,5,1,2,2412.964927844062,876,1536.964927844062,1.980841200250184,641,36,2.5030334402985748,0.5375949906600914
780689733,기존고객,45,여성,2,박사학위,이혼,4천만 원 - 6천만 원,골드,39,3,2,2,17278.107165737903,1133,16145.107165737903,2.667861571452802,603,80,1.1326786107578033,0.006944552748937
744764433,기존고객,65,여성,4,고등학교,기혼,4천만 원 미만,실버,37,5,2,3,17342.779924218878,774,16568.779924218878,2.915225312600194,1738,38,1.5322563704662744,0.8437102674556844
714902283,기존고객,69,남성,3,알수없음,알 수 없음,알 수 없음,실버,55,5,3,3,8845.725071171106,671,8174.725071171106,2.377883420432747,4549,18,2.3238932905956284,0.2011544076355718
789309558,기존고객,34,여성,0,교육없음,기혼,4천만 원 미만,실버,52,6,2,4,12629.663811446031,1630,10999.663811446031,1.9975180317541397,4703,88,2.7960693930746694,0.2311546096175522
713188383,기존고객,53,남성,3,대학원졸업,알 수 없음,1억 2천만 원 이상,플래티넘,57,4,2,4,13197.079847181789,2047,11150.079847181789,0.8558300653275424,4031,53,1.2257494037373529,0.6479727626551695
719506983,기존고객,61,여성,0,대학원졸업,이혼,알 수 없음,골드,28,5,2,4,15235.904191572648,360,14875.904191572648,0.6850709409332776,4375,37,2.0568073609910997,0.4777516554598687
714804483,기존고객,63,남성,3,대학,미혼,4천만 원 - 6천만 원,블루,40,3,3,3,10893.111663336971,2425,8468.111663336971,1.9900671963230028,1752,47,2.8780348971485643,0.5744799602042552
748503708,기존고객,68,여성,1,고등학교,알 수 없음,1억 2천만 원 이상,블루,42,6,4,3,10696.384863392032,2392,8304.384863392033,1.8476602644173177,707,24,2.122130472602391,0.497498937532438
803587533,기존고객,59,남성,3,고등학교,기혼,알 수 없음,플래티넘,48,6,3,4,12994.771769236006,797,12197.771769236006,2.6152202693352558,4190,24,2.731972758685949,0.4178626292340038
789777408,이탈고객,30,여성,5,대학졸업,알 수 없음,1억 2천만 원 이상,실버,46,3,2,3,14357.919517727672,1783,12574.919517727672,1.3065146271377597,2262,39,2.8493246286921217,0.4833024713851898
716811483,기존고객,22,남성,5,고등학교,알 수 없음,1억 2천만 원 이상,실버,42,4,2,1,7587.117163555784,66,7521.117163555784,0.5992271433745253,1217,41,2.8233565560718947,0.1410854102330258
714118383,기존고객,25,남성,4,대학,미혼,알 수 없음,실버,38,4,2,3,7277.038992107487,1581,5696.038992107487,1.5592706727275831,4408,49,2.396192710777508,0.9693057809980766
720532908,기존고객,28,여성,0,교육없음,기혼,4천만 원 미만,실버,30,4,3,2,6124.6496778222745,2090,4034.6496778222745,2.9229557598443483,1928,85,1.880238715757096,0.5747517646772445
765055833,기존고객,25,남성,2,대학졸업,알 수 없음,8천만 원 - 1억 2천만 원,플래티넘,51,3,4,2,11428.084550942222,2276,9152.084550942222,2.488937262341308,4776,93,0.7418820947329292,0.2868169864869581
715310208,기존고객,28,남성,4,대학,기혼,4천만 원 - 6천만 원,블루,42,3,3,1,7842.958101559675,1974,5868.958101559675,0.5844304341056829,1140,11,1.0567653514122497,0.7128402647342271
718577958,이탈고객,58,남성,5,박사학위,이혼,1억 2천만 원 이상,블루,45,2,3,4,11265.952086445006,1836,9429.952086445006,2.6866972597454386,2322,31,1.1394178162528938,0.8801061173878931
789167658,기존고객,50,여성,5,고등학교,기혼,알 수 없음,블루,26,5,3,2,8713.710550711508,233,8480.710550711508,1.6792237240532937,3548,35,0.5831489320924126,0.2964676533310271
789987183,기존고객,51,남성,0,대학원졸업,기혼,1억 2천만 원 이상,플래티넘,51,4,4,4,16897.949468500556,1222,15675.949468500556,1.4119200795448896,3727,49,0.7548084447701173,0.3245115812394199
717730533,기존고객,60,남성,5,대학,미혼,6천만 원 - 8천만 원,골드,53,6,1,3,2389.474555163754,1055,1334.4745551637538,1.3668488520069788,2419,17,1.2368917456957382,0.4385487054484807
708668283,기존고객,69,여성,5,대학,기혼,6천만 원 - 8천만 원,블루,43,5,4,2,11872.00127848882,2160,9712.00127848882,1.987860632597161,1910,45,0.7268523556404947,0.2172897717815683
772360683,기존고객,31,여성,0,대학원졸업,이혼,6천만 원 - 8천만 원,실버,45,3,3,4,11936.851261156757,972,10964.851261156757,1.8264985461019063,970,35,0.9238375193341144,0.8097883768489912
712500933,기존고객,27,남성,5,교육없음,기혼,4천만 원 - 6천만 원,플래티넘,39,4,4,4,8290.628900235297,1853,6437.628900235297,2.141568110420657,4599,90,0.6360439934396612,0.5841766748325812
804867183,기존고객,27,여성,2,대학원졸업,기혼,8천만 원 - 1억 2천만 원,블루,24,6,2,4,8999.396996699721,458,8541.396996699721,1.934103662600117,2751,16,1.5413316239977233,0.0570445060826604
826068183,기존고객,69,여성,1,박사학위,미혼,4천만 원 - 6천만 원,실버,32,4,4,3,16202.495856775642,1169,15033.495856775642,0.8598614371042963,1901,10,2.553318229182672,0.9967040765065496
820044333,기존고객,47,여성,4,대학원졸업,기혼,알 수 없음,블루,14,3,3,2,6332.800494946362,1380,4952.800494946362,1.1430900218957956,1997,99,2.5306096105080456,0.5749715061639593
714211533,기존고객,39,여성,2,고등학교,기혼,4천만 원 - 6천만 원,실버,10,4,3,2,17556.672037097094,5,17551.672037097094,2.6025739302545854,3962,41,2.76222607399524,0.8899363290216877
710287533,기존고객,66,남성,2,알수없음,이혼,알 수 없음,블루,10,3,2,4,18030.52277855917,493,17537.522778559174,2.1581462867390746,2220,87,2.36399875646762,0.5016181662784326
720603558,기존고객,26,남성,1,대학원졸업,미혼,4천만 원 미만,실버,30,3,2,1,13361.766783641722,2118,11243.766783641722,1.6210015635368529,1078,92,1.1111048917724249,0.5824494988407758
819258408,기존고객,30,여성,4,대학졸업,미혼,4천만 원 - 6천만 원,골드,31,4,2,4,15684.29656045387,938,14746.29656045387,0.9565035795846634,2983,18,2.255974741139556,0.4544752497189209
717664008,이탈고객,39,남성,2,대학원졸업,알 수 없음,6천만 원 - 8천만 원,플래티넘,24,2,3,4,12646.00303873528,1363,11283.00303873528,0.5192275899432798,2610,68,2.384554739283831,0.4227607334704375
717437058,기존고객,35,여성,5,대학원졸업,기혼,6천만 원 - 8천만 원,골드,35,4,2,0,10979.92316118524,1056,9923.92316118524,1.2797185079715452,3100,53,1.8577688536027612,0.2183044422657277
717327783,기존고객,23,여성,1,교육없음,알 수 없음,1억 2천만 원 이상,골드,41,4,2,2,19366.877330754363,142,19224.877330754363,0.6371173923166719,1242,74,2.517526490720633,0.9621242515669196
712887633,기존고객,25,여성,4,박사학위,미혼,알 수 없음,플래티넘,53,5,3,3,6370.444320321819,735,5635.444320321819,1.7057103327186378,4770,30,0.6781646064416492,0.1817712436241415
716129208,기존고객,41,여성,3,대학졸업,기혼,알 수 없음,블루,53,3,3,3,3928.86798621913,1703,2225.8679862191307,2.554503631895521,4404,29,1.98695146726304,0.5264042787895161
718037433,기존고객,45,남성,0,박사학위,알 수 없음,1억 2천만 원 이상,실버,21,6,4,2,6462.22189970779,1884,4578.22189970779,1.2134966534557432,2530,58,1.6997334501712251,0.0870968459370201
709839858,기존고객,22,여성,5,대학원졸업,이혼,6천만 원 - 8천만 원,블루,12,3,4,3,12677.886559209455,2264,10413.886559209455,2.619385403887624,3607,42,2.513029537497555,0.9933769031370896
719686458,기존고객,60,여성,1,고등학교,미혼,4천만 원 - 6천만 원,블루,23,6,4,1,4518.48532392173,1924,2594.48532392173,2.2614109902164734,4760,27,0.8199014890896762,0.555676393204808
721434483,기존고객,61,여성,0,대학원졸업,기혼,4천만 원 - 6천만 원,블루,26,4,3,2,18267.466821299968,2481,15786.466821299968,0.8131558233871634,2728,50,1.0315599416037264,0.8145832299138863
716096358,기존고객,33,여성,3,대학원졸업,이혼,알 수 없음,플래티넘,36,5,4,1,8809.463612642461,1890,6919.463612642461,2.1114047281739583,3764,26,1.8967299111384743,0.5629288538776241
718244958,기존고객,30,남성,2,대학졸업,미혼,8천만 원 - 1억 2천만 원,블루,6,5,2,2,17149.29468754503,941,16208.294687545029,0.879199518263858,4898,22,2.86801330488532,0.8049852198297156
711315783,기존고객,37,여성,2,대학,알 수 없음,4천만 원 - 6천만 원,블루,8,6,4,2,5735.494346047518,1615,4120.494346047518,2.1369773006872967,2234,52,0.7079997553798294,0.5344099264071637
821296083,기존고객,31,남성,4,대학,미혼,4천만 원 미만,플래티넘,36,3,3,3,6950.198746572203,1915,5035.198746572203,0.8567862118202653,2955,82,2.3584425600096406,0.444974367618217
711562833,이탈고객,42,남성,1,대학,이혼,4천만 원 미만,골드,30,6,3,4,2125.244546277435,1968,157.2445462774349,1.481278415038915,4609,74,1.013498005024989,0.4559057986505237
716447733,기존고객,31,여성,1,박사학위,알 수 없음,4천만 원 - 6천만 원,실버,58,5,3,3,5897.586151525905,54,5843.586151525905,1.916485675595484,1954,32,0.7636221702122099,0.0023435398465865
719591283,기존고객,32,남성,4,알수없음,미혼,1억 2천만 원 이상,플래티넘,13,6,2,4,10315.962560302729,1471,8844.962560302727,0.6259354285598544,2626,49,1.4869152846088547,0.3706549507848879
789911808,기존고객,44,남성,0,대학,기혼,1억 2천만 원 이상,실버,6,6,2,2,18976.601436741603,1058,17918.601436741603,0.8832708621363184,4455,43,1.957632082108176,0.9519440554235232
713195808,기존고객,64,여성,2,대학,알 수 없음,1억 2천만 원 이상,골드,12,6,3,4,8389.156503938466,1006,7383.156503938466,1.301022062630616,500,45,2.56754485293027,0.6755768427833191
717866133,기존고객,38,남성,2,고등학교,미혼,4천만 원 미만,실버,12,3,3,3,13155.133710183572,1220,11935.133710183572,1.6558002144296533,1146,59,2.0867296268500226,0.9193190029525
716670783,기존고객,65,남성,1,대학,기혼,6천만 원 - 8천만 원,실버,13,3,2,1,9126.49223190697,565,8561.49223190697,2.646218234803586,3042,87,1.7291678573154032,0.2002625698133036
789197508,기존고객,55,남성,1,박사학위,이혼,알 수 없음,플래티넘,24,6,3,4,1889.0451645908836,770,1119.0451645908834,0.9681827208849554,2368,94,1.21416841590326,0.4911602486097254
713108433,기존고객,64,남성,4,알수없음,미혼,8천만 원 - 1억 2천만 원,블루,22,4,4,4,10567.11989203735,1797,8770.11989203735,1.368677376256314,3686,94,1.2313826083290107,0.0344819304187347
711403383,기존고객,27,여성,3,박사학위,이혼,알 수 없음,블루,16,6,4,1,2252.3592873744965,1878,374.3592873744965,1.6894405907004515,3123,39,2.426442078162636,0.677052151914907
768212583,기존고객,48,남성,0,알수없음,기혼,1억 2천만 원 이상,블루,52,4,4,4,17790.298567353184,877,16913.298567353184,1.2394463899734218,3845,49,0.7851491875788348,0.7840162680089244
